"Notes"	"Cause of death"	"Cause of death Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	"35-44 years"	"35-44"	"Male"	"M"	82	22407073	0.4
	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	"45-54 years"	"45-54"	"Female"	"F"	81	18632305	0.4
	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	"45-54 years"	"45-54"	"Male"	"M"	64	17945514	0.4
	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	"55-64 years"	"55-64"	"Female"	"F"	101	12378763	0.8
	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	"55-64 years"	"55-64"	"Male"	"M"	77	11399263	0.7
	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	"65-74 years"	"65-74"	"Female"	"F"	142	10125424	1.4
	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	"65-74 years"	"65-74"	"Male"	"M"	131	8293485	1.6
	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	"75-84 years"	"75-84"	"Female"	"F"	304	7411198	4.1
	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	"75-84 years"	"75-84"	"Male"	"M"	167	4813716	3.5
	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	"85+ years"	"85+"	"Female"	"F"	337	2960708	11.4
	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	"85+ years"	"85+"	"Male"	"M"	95	1193310	8.0
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"35-44 years"	"35-44"	"Female"	"F"	12	22669604	0.1 (Unreliable)
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"35-44 years"	"35-44"	"Male"	"M"	18	22407073	0.1 (Unreliable)
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"45-54 years"	"45-54"	"Female"	"F"	28	18632305	0.2
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"45-54 years"	"45-54"	"Male"	"M"	21	17945514	0.1
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"55-64 years"	"55-64"	"Female"	"F"	28	12378763	0.2
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"55-64 years"	"55-64"	"Male"	"M"	20	11399263	0.2
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"65-74 years"	"65-74"	"Female"	"F"	30	10125424	0.3
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"65-74 years"	"65-74"	"Male"	"M"	36	8293485	0.4
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"75-84 years"	"75-84"	"Female"	"F"	39	7411198	0.5
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"75-84 years"	"75-84"	"Male"	"M"	34	4813716	0.7
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"85+ years"	"85+"	"Female"	"F"	57	2960708	1.9
	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	"85+ years"	"85+"	"Male"	"M"	17	1193310	1.4 (Unreliable)
	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	"55-64 years"	"55-64"	"Female"	"F"	12	12378763	0.1 (Unreliable)
	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	"65-74 years"	"65-74"	"Female"	"F"	14	10125424	0.1 (Unreliable)
	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	"65-74 years"	"65-74"	"Male"	"M"	19	8293485	0.2 (Unreliable)
	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	"75-84 years"	"75-84"	"Female"	"F"	37	7411198	0.5
	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	"75-84 years"	"75-84"	"Male"	"M"	27	4813716	0.6
	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	"85+ years"	"85+"	"Female"	"F"	39	2960708	1.3
	"Portal vein thrombosis"	"I81"	"55-64 years"	"55-64"	"Female"	"F"	11	12378763	0.1 (Unreliable)
	"Portal vein thrombosis"	"I81"	"75-84 years"	"75-84"	"Female"	"F"	11	7411198	0.1 (Unreliable)
	"Embolism and thrombosis of other specified veins"	"I82.8"	"65-74 years"	"65-74"	"Female"	"F"	14	10125424	0.1 (Unreliable)
	"Embolism and thrombosis of other specified veins"	"I82.8"	"75-84 years"	"75-84"	"Female"	"F"	13	7411198	0.2 (Unreliable)
	"Embolism and thrombosis of unspecified vein"	"I82.9"	"75-84 years"	"75-84"	"Male"	"M"	10	4813716	0.2 (Unreliable)
	"Varicose veins of lower extremities with ulcer"	"I83.0"	"75-84 years"	"75-84"	"Female"	"F"	14	7411198	0.2 (Unreliable)
	"Varicose veins of lower extremities with ulcer"	"I83.0"	"75-84 years"	"75-84"	"Male"	"M"	10	4813716	0.2 (Unreliable)
	"Varicose veins of lower extremities with ulcer"	"I83.0"	"85+ years"	"85+"	"Female"	"F"	19	2960708	0.6 (Unreliable)
	"Varicose veins of lower extremities without ulcer or inflammation"	"I83.9"	"35-44 years"	"35-44"	"Male"	"M"	11	22407073	0.0 (Unreliable)
	"Varicose veins of lower extremities without ulcer or inflammation"	"I83.9"	"45-54 years"	"45-54"	"Male"	"M"	14	17945514	0.1 (Unreliable)
	"Varicose veins of lower extremities without ulcer or inflammation"	"I83.9"	"55-64 years"	"55-64"	"Male"	"M"	13	11399263	0.1 (Unreliable)
	"Varicose veins of lower extremities without ulcer or inflammation"	"I83.9"	"65-74 years"	"65-74"	"Male"	"M"	11	8293485	0.1 (Unreliable)
	"Oesophageal varices with bleeding"	"I85.0"	"35-44 years"	"35-44"	"Male"	"M"	21	22407073	0.1
	"Oesophageal varices with bleeding"	"I85.0"	"45-54 years"	"45-54"	"Male"	"M"	19	17945514	0.1 (Unreliable)
	"Oesophageal varices with bleeding"	"I85.0"	"55-64 years"	"55-64"	"Female"	"F"	10	12378763	0.1 (Unreliable)
	"Oesophageal varices with bleeding"	"I85.0"	"55-64 years"	"55-64"	"Male"	"M"	13	11399263	0.1 (Unreliable)
	"Oesophageal varices with bleeding"	"I85.0"	"65-74 years"	"65-74"	"Female"	"F"	12	10125424	0.1 (Unreliable)
	"Oesophageal varices with bleeding"	"I85.0"	"65-74 years"	"65-74"	"Male"	"M"	14	8293485	0.2 (Unreliable)
	"Oesophageal varices with bleeding"	"I85.0"	"75-84 years"	"75-84"	"Female"	"F"	10	7411198	0.1 (Unreliable)
	"Oesophageal varices with bleeding"	"I85.0"	"75-84 years"	"75-84"	"Male"	"M"	14	4813716	0.3 (Unreliable)
	"Oesophageal varices without bleeding"	"I85.9"	"45-54 years"	"45-54"	"Male"	"M"	15	17945514	0.1 (Unreliable)
	"Oesophageal varices without bleeding"	"I85.9"	"55-64 years"	"55-64"	"Male"	"M"	21	11399263	0.2
	"Oesophageal varices without bleeding"	"I85.9"	"65-74 years"	"65-74"	"Male"	"M"	10	8293485	0.1 (Unreliable)
	"Oesophageal varices without bleeding"	"I85.9"	"75-84 years"	"75-84"	"Male"	"M"	12	4813716	0.2 (Unreliable)
	"Venous insufficiency (chronic)(peripheral)"	"I87.2"	"75-84 years"	"75-84"	"Male"	"M"	10	4813716	0.2 (Unreliable)
	"Venous insufficiency (chronic)(peripheral)"	"I87.2"	"85+ years"	"85+"	"Female"	"F"	16	2960708	0.5 (Unreliable)
	"Other specified disorders of veins"	"I87.8"	"75-84 years"	"75-84"	"Female"	"F"	14	7411198	0.2 (Unreliable)
	"Other specified disorders of veins"	"I87.8"	"85+ years"	"85+"	"Female"	"F"	16	2960708	0.5 (Unreliable)
	"Hypotension, unspecified"	"I95.9"	"45-54 years"	"45-54"	"Male"	"M"	11	17945514	0.1 (Unreliable)
	"Hypotension, unspecified"	"I95.9"	"55-64 years"	"55-64"	"Female"	"F"	16	12378763	0.1 (Unreliable)
	"Hypotension, unspecified"	"I95.9"	"55-64 years"	"55-64"	"Male"	"M"	26	11399263	0.2
	"Hypotension, unspecified"	"I95.9"	"65-74 years"	"65-74"	"Female"	"F"	31	10125424	0.3
	"Hypotension, unspecified"	"I95.9"	"65-74 years"	"65-74"	"Male"	"M"	29	8293485	0.3
	"Hypotension, unspecified"	"I95.9"	"75-84 years"	"75-84"	"Female"	"F"	61	7411198	0.8
	"Hypotension, unspecified"	"I95.9"	"75-84 years"	"75-84"	"Male"	"M"	48	4813716	1.0
	"Hypotension, unspecified"	"I95.9"	"85+ years"	"85+"	"Female"	"F"	65	2960708	2.2
	"Hypotension, unspecified"	"I95.9"	"85+ years"	"85+"	"Male"	"M"	32	1193310	2.7
	"Other and unspecified disorders of circulatory system"	"I99"	"55-64 years"	"55-64"	"Female"	"F"	11	12378763	0.1 (Unreliable)
	"Other and unspecified disorders of circulatory system"	"I99"	"65-74 years"	"65-74"	"Female"	"F"	23	10125424	0.2
	"Other and unspecified disorders of circulatory system"	"I99"	"65-74 years"	"65-74"	"Male"	"M"	36	8293485	0.4
	"Other and unspecified disorders of circulatory system"	"I99"	"75-84 years"	"75-84"	"Female"	"F"	77	7411198	1.0
	"Other and unspecified disorders of circulatory system"	"I99"	"75-84 years"	"75-84"	"Male"	"M"	51	4813716	1.1
	"Other and unspecified disorders of circulatory system"	"I99"	"85+ years"	"85+"	"Female"	"F"	82	2960708	2.8
	"Other and unspecified disorders of circulatory system"	"I99"	"85+ years"	"85+"	"Male"	"M"	42	1193310	3.5
	"Acute upper respiratory infection, unspecified"	"J06.9"	"75-84 years"	"75-84"	"Female"	"F"	19	7411198	0.3 (Unreliable)
	"Acute upper respiratory infection, unspecified"	"J06.9"	"75-84 years"	"75-84"	"Male"	"M"	14	4813716	0.3 (Unreliable)
	"Acute upper respiratory infection, unspecified"	"J06.9"	"85+ years"	"85+"	"Female"	"F"	55	2960708	1.9
	"Acute upper respiratory infection, unspecified"	"J06.9"	"85+ years"	"85+"	"Male"	"M"	11	1193310	0.9 (Unreliable)
	"Influenza with pneumonia, influenza virus identified"	"J10.0"	"85+ years"	"85+"	"Female"	"F"	11	2960708	0.4 (Unreliable)
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"85+ years"	"85+"	"Female"	"F"	10	2960708	0.3 (Unreliable)
	"Influenza with pneumonia, virus not identified"	"J11.0"	"55-64 years"	"55-64"	"Female"	"F"	13	12378763	0.1 (Unreliable)
	"Influenza with pneumonia, virus not identified"	"J11.0"	"55-64 years"	"55-64"	"Male"	"M"	25	11399263	0.2
	"Influenza with pneumonia, virus not identified"	"J11.0"	"65-74 years"	"65-74"	"Female"	"F"	26	10125424	0.3
	"Influenza with pneumonia, virus not identified"	"J11.0"	"65-74 years"	"65-74"	"Male"	"M"	29	8293485	0.3
	"Influenza with pneumonia, virus not identified"	"J11.0"	"75-84 years"	"75-84"	"Female"	"F"	117	7411198	1.6
	"Influenza with pneumonia, virus not identified"	"J11.0"	"75-84 years"	"75-84"	"Male"	"M"	88	4813716	1.8
	"Influenza with pneumonia, virus not identified"	"J11.0"	"85+ years"	"85+"	"Female"	"F"	275	2960708	9.3
	"Influenza with pneumonia, virus not identified"	"J11.0"	"85+ years"	"85+"	"Male"	"M"	112	1193310	9.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"55-64 years"	"55-64"	"Female"	"F"	18	12378763	0.1 (Unreliable)
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"55-64 years"	"55-64"	"Male"	"M"	10	11399263	0.1 (Unreliable)
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"65-74 years"	"65-74"	"Female"	"F"	58	10125424	0.6
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"65-74 years"	"65-74"	"Male"	"M"	41	8293485	0.5
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"75-84 years"	"75-84"	"Female"	"F"	119	7411198	1.6
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"75-84 years"	"75-84"	"Male"	"M"	100	4813716	2.1
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"85+ years"	"85+"	"Female"	"F"	338	2960708	11.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"85+ years"	"85+"	"Male"	"M"	117	1193310	9.8
	"Respiratory syncytial virus pneumonia"	"J12.1"	"< 1 year"	"1"	"Male"	"M"	15	1943639	0.8 (Unreliable)
	"Viral pneumonia, unspecified"	"J12.9"	"< 1 year"	"1"	"Female"	"F"	25	1852123	1.3
	"Viral pneumonia, unspecified"	"J12.9"	"< 1 year"	"1"	"Male"	"M"	25	1943639	1.3
	"Viral pneumonia, unspecified"	"J12.9"	"55-64 years"	"55-64"	"Female"	"F"	12	12378763	0.1 (Unreliable)
	"Viral pneumonia, unspecified"	"J12.9"	"55-64 years"	"55-64"	"Male"	"M"	11	11399263	0.1 (Unreliable)
	"Viral pneumonia, unspecified"	"J12.9"	"65-74 years"	"65-74"	"Female"	"F"	27	10125424	0.3
	"Viral pneumonia, unspecified"	"J12.9"	"65-74 years"	"65-74"	"Male"	"M"	16	8293485	0.2 (Unreliable)
	"Viral pneumonia, unspecified"	"J12.9"	"75-84 years"	"75-84"	"Female"	"F"	34	7411198	0.5
	"Viral pneumonia, unspecified"	"J12.9"	"75-84 years"	"75-84"	"Male"	"M"	58	4813716	1.2
	"Viral pneumonia, unspecified"	"J12.9"	"85+ years"	"85+"	"Female"	"F"	76	2960708	2.6
	"Viral pneumonia, unspecified"	"J12.9"	"85+ years"	"85+"	"Male"	"M"	22	1193310	1.8
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"35-44 years"	"35-44"	"Female"	"F"	47	22669604	0.2
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"35-44 years"	"35-44"	"Male"	"M"	38	22407073	0.2
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"45-54 years"	"45-54"	"Female"	"F"	33	18632305	0.2
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"45-54 years"	"45-54"	"Male"	"M"	36	17945514	0.2
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"55-64 years"	"55-64"	"Female"	"F"	36	12378763	0.3
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"55-64 years"	"55-64"	"Male"	"M"	28	11399263	0.2
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"65-74 years"	"65-74"	"Female"	"F"	46	10125424	0.5
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"65-74 years"	"65-74"	"Male"	"M"	44	8293485	0.5
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"75-84 years"	"75-84"	"Female"	"F"	98	7411198	1.3
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"75-84 years"	"75-84"	"Male"	"M"	71	4813716	1.5
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"85+ years"	"85+"	"Female"	"F"	111	2960708	3.7
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"85+ years"	"85+"	"Male"	"M"	49	1193310	4.1
	"Pneumonia due to Haemophilus influenzae"	"J14"	"85+ years"	"85+"	"Female"	"F"	11	2960708	0.4 (Unreliable)
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"65-74 years"	"65-74"	"Male"	"M"	11	8293485	0.1 (Unreliable)
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"75-84 years"	"75-84"	"Female"	"F"	12	7411198	0.2 (Unreliable)
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"75-84 years"	"75-84"	"Male"	"M"	21	4813716	0.4
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"85+ years"	"85+"	"Female"	"F"	23	2960708	0.8
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"85+ years"	"85+"	"Male"	"M"	18	1193310	1.5 (Unreliable)
	"Pneumonia due to Pseudomonas"	"J15.1"	"45-54 years"	"45-54"	"Male"	"M"	12	17945514	0.1 (Unreliable)
	"Pneumonia due to Pseudomonas"	"J15.1"	"55-64 years"	"55-64"	"Female"	"F"	19	12378763	0.2 (Unreliable)
	"Pneumonia due to Pseudomonas"	"J15.1"	"55-64 years"	"55-64"	"Male"	"M"	25	11399263	0.2
	"Pneumonia due to Pseudomonas"	"J15.1"	"65-74 years"	"65-74"	"Female"	"F"	34	10125424	0.3
	"Pneumonia due to Pseudomonas"	"J15.1"	"65-74 years"	"65-74"	"Male"	"M"	53	8293485	0.6
	"Pneumonia due to Pseudomonas"	"J15.1"	"75-84 years"	"75-84"	"Female"	"F"	45	7411198	0.6
	"Pneumonia due to Pseudomonas"	"J15.1"	"75-84 years"	"75-84"	"Male"	"M"	66	4813716	1.4
	"Pneumonia due to Pseudomonas"	"J15.1"	"85+ years"	"85+"	"Female"	"F"	29	2960708	1.0
	"Pneumonia due to Pseudomonas"	"J15.1"	"85+ years"	"85+"	"Male"	"M"	29	1193310	2.4
	"Pneumonia due to staphylococcus"	"J15.2"	"35-44 years"	"35-44"	"Female"	"F"	14	22669604	0.1 (Unreliable)
	"Pneumonia due to staphylococcus"	"J15.2"	"45-54 years"	"45-54"	"Female"	"F"	11	18632305	0.1 (Unreliable)
	"Pneumonia due to staphylococcus"	"J15.2"	"45-54 years"	"45-54"	"Male"	"M"	17	17945514	0.1 (Unreliable)
	"Pneumonia due to staphylococcus"	"J15.2"	"55-64 years"	"55-64"	"Female"	"F"	34	12378763	0.3
	"Pneumonia due to staphylococcus"	"J15.2"	"55-64 years"	"55-64"	"Male"	"M"	30	11399263	0.3
	"Pneumonia due to staphylococcus"	"J15.2"	"65-74 years"	"65-74"	"Female"	"F"	69	10125424	0.7
	"Pneumonia due to staphylococcus"	"J15.2"	"65-74 years"	"65-74"	"Male"	"M"	103	8293485	1.2
	"Pneumonia due to staphylococcus"	"J15.2"	"75-84 years"	"75-84"	"Female"	"F"	155	7411198	2.1
	"Pneumonia due to staphylococcus"	"J15.2"	"75-84 years"	"75-84"	"Male"	"M"	189	4813716	3.9
	"Pneumonia due to staphylococcus"	"J15.2"	"85+ years"	"85+"	"Female"	"F"	156	2960708	5.3
	"Pneumonia due to staphylococcus"	"J15.2"	"85+ years"	"85+"	"Male"	"M"	150	1193310	12.6
	"Pneumonia due to other streptococci"	"J15.4"	"35-44 years"	"35-44"	"Female"	"F"	16	22669604	0.1 (Unreliable)
	"Pneumonia due to other streptococci"	"J15.4"	"35-44 years"	"35-44"	"Male"	"M"	17	22407073	0.1 (Unreliable)
	"Pneumonia due to other streptococci"	"J15.4"	"45-54 years"	"45-54"	"Female"	"F"	14	18632305	0.1 (Unreliable)
	"Pneumonia due to other streptococci"	"J15.4"	"45-54 years"	"45-54"	"Male"	"M"	17	17945514	0.1 (Unreliable)
	"Pneumonia due to other streptococci"	"J15.4"	"55-64 years"	"55-64"	"Female"	"F"	16	12378763	0.1 (Unreliable)
	"Pneumonia due to other streptococci"	"J15.4"	"55-64 years"	"55-64"	"Male"	"M"	19	11399263	0.2 (Unreliable)
	"Pneumonia due to other streptococci"	"J15.4"	"65-74 years"	"65-74"	"Female"	"F"	12	10125424	0.1 (Unreliable)
	"Pneumonia due to other streptococci"	"J15.4"	"65-74 years"	"65-74"	"Male"	"M"	16	8293485	0.2 (Unreliable)
	"Pneumonia due to other streptococci"	"J15.4"	"75-84 years"	"75-84"	"Female"	"F"	41	7411198	0.6
	"Pneumonia due to other streptococci"	"J15.4"	"75-84 years"	"75-84"	"Male"	"M"	23	4813716	0.5
	"Pneumonia due to other streptococci"	"J15.4"	"85+ years"	"85+"	"Female"	"F"	33	2960708	1.1
	"Pneumonia due to other streptococci"	"J15.4"	"85+ years"	"85+"	"Male"	"M"	23	1193310	1.9
	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	"85+ years"	"85+"	"Female"	"F"	10	2960708	0.3 (Unreliable)
	"Other bacterial pneumonia"	"J15.8"	"75-84 years"	"75-84"	"Female"	"F"	15	7411198	0.2 (Unreliable)
	"Other bacterial pneumonia"	"J15.8"	"75-84 years"	"75-84"	"Male"	"M"	16	4813716	0.3 (Unreliable)
	"Other bacterial pneumonia"	"J15.8"	"85+ years"	"85+"	"Female"	"F"	15	2960708	0.5 (Unreliable)
	"Bacterial pneumonia, unspecified"	"J15.9"	"35-44 years"	"35-44"	"Male"	"M"	13	22407073	0.1 (Unreliable)
	"Bacterial pneumonia, unspecified"	"J15.9"	"45-54 years"	"45-54"	"Male"	"M"	25	17945514	0.1
	"Bacterial pneumonia, unspecified"	"J15.9"	"55-64 years"	"55-64"	"Female"	"F"	29	12378763	0.2
	"Bacterial pneumonia, unspecified"	"J15.9"	"55-64 years"	"55-64"	"Male"	"M"	41	11399263	0.4
	"Bacterial pneumonia, unspecified"	"J15.9"	"65-74 years"	"65-74"	"Female"	"F"	73	10125424	0.7
	"Bacterial pneumonia, unspecified"	"J15.9"	"65-74 years"	"65-74"	"Male"	"M"	98	8293485	1.2
	"Bacterial pneumonia, unspecified"	"J15.9"	"75-84 years"	"75-84"	"Female"	"F"	205	7411198	2.8
	"Bacterial pneumonia, unspecified"	"J15.9"	"75-84 years"	"75-84"	"Male"	"M"	192	4813716	4.0
	"Bacterial pneumonia, unspecified"	"J15.9"	"85+ years"	"85+"	"Female"	"F"	379	2960708	12.8
	"Bacterial pneumonia, unspecified"	"J15.9"	"85+ years"	"85+"	"Male"	"M"	192	1193310	16.1
	"Bronchopneumonia, unspecified"	"J18.0"	"< 1 year"	"1"	"Female"	"F"	36	1852123	1.9
	"Bronchopneumonia, unspecified"	"J18.0"	"< 1 year"	"1"	"Male"	"M"	53	1943639	2.7
	"Bronchopneumonia, unspecified"	"J18.0"	"1-4 years"	"1-4"	"Female"	"F"	11	7493614	0.1 (Unreliable)
	"Bronchopneumonia, unspecified"	"J18.0"	"1-4 years"	"1-4"	"Male"	"M"	12	7846168	0.2 (Unreliable)
	"Bronchopneumonia, unspecified"	"J18.0"	"20-24 years"	"20-24"	"Female"	"F"	10	9098615	0.1 (Unreliable)
	"Bronchopneumonia, unspecified"	"J18.0"	"20-24 years"	"20-24"	"Male"	"M"	10	9492814	0.1 (Unreliable)
	"Bronchopneumonia, unspecified"	"J18.0"	"25-34 years"	"25-34"	"Female"	"F"	12	19945090	0.1 (Unreliable)
	"Bronchopneumonia, unspecified"	"J18.0"	"25-34 years"	"25-34"	"Male"	"M"	26	20233316	0.1
	"Bronchopneumonia, unspecified"	"J18.0"	"35-44 years"	"35-44"	"Female"	"F"	60	22669604	0.3
	"Bronchopneumonia, unspecified"	"J18.0"	"35-44 years"	"35-44"	"Male"	"M"	77	22407073	0.3
	"Bronchopneumonia, unspecified"	"J18.0"	"45-54 years"	"45-54"	"Female"	"F"	60	18632305	0.3
	"Bronchopneumonia, unspecified"	"J18.0"	"45-54 years"	"45-54"	"Male"	"M"	95	17945514	0.5
	"Bronchopneumonia, unspecified"	"J18.0"	"55-64 years"	"55-64"	"Female"	"F"	65	12378763	0.5
	"Bronchopneumonia, unspecified"	"J18.0"	"55-64 years"	"55-64"	"Male"	"M"	68	11399263	0.6
	"Bronchopneumonia, unspecified"	"J18.0"	"65-74 years"	"65-74"	"Female"	"F"	80	10125424	0.8
	"Bronchopneumonia, unspecified"	"J18.0"	"65-74 years"	"65-74"	"Male"	"M"	98	8293485	1.2
	"Bronchopneumonia, unspecified"	"J18.0"	"75-84 years"	"75-84"	"Female"	"F"	232	7411198	3.1
	"Bronchopneumonia, unspecified"	"J18.0"	"75-84 years"	"75-84"	"Male"	"M"	228	4813716	4.7
	"Bronchopneumonia, unspecified"	"J18.0"	"85+ years"	"85+"	"Female"	"F"	524	2960708	17.7
	"Bronchopneumonia, unspecified"	"J18.0"	"85+ years"	"85+"	"Male"	"M"	246	1193310	20.6
	"Lobar pneumonia, unspecified"	"J18.1"	"25-34 years"	"25-34"	"Female"	"F"	10	19945090	0.1 (Unreliable)
	"Lobar pneumonia, unspecified"	"J18.1"	"25-34 years"	"25-34"	"Male"	"M"	17	20233316	0.1 (Unreliable)
	"Lobar pneumonia, unspecified"	"J18.1"	"35-44 years"	"35-44"	"Female"	"F"	28	22669604	0.1
	"Lobar pneumonia, unspecified"	"J18.1"	"35-44 years"	"35-44"	"Male"	"M"	61	22407073	0.3
	"Lobar pneumonia, unspecified"	"J18.1"	"45-54 years"	"45-54"	"Female"	"F"	41	18632305	0.2
	"Lobar pneumonia, unspecified"	"J18.1"	"45-54 years"	"45-54"	"Male"	"M"	102	17945514	0.6
	"Lobar pneumonia, unspecified"	"J18.1"	"55-64 years"	"55-64"	"Female"	"F"	57	12378763	0.5
	"Lobar pneumonia, unspecified"	"J18.1"	"55-64 years"	"55-64"	"Male"	"M"	83	11399263	0.7
	"Lobar pneumonia, unspecified"	"J18.1"	"65-74 years"	"65-74"	"Female"	"F"	75	10125424	0.7
	"Lobar pneumonia, unspecified"	"J18.1"	"65-74 years"	"65-74"	"Male"	"M"	114	8293485	1.4
	"Lobar pneumonia, unspecified"	"J18.1"	"75-84 years"	"75-84"	"Female"	"F"	190	7411198	2.6
	"Lobar pneumonia, unspecified"	"J18.1"	"75-84 years"	"75-84"	"Male"	"M"	205	4813716	4.3
	"Lobar pneumonia, unspecified"	"J18.1"	"85+ years"	"85+"	"Female"	"F"	381	2960708	12.9
